id	filename	md5	size	state
03a1a105-4856-4e5c-b537-508bdbda50b5	03a1a105-4856-4e5c-b537-508bdbda50b5/02bbe1b1-44ff-426b-a40e-47a01bc4cf7d.rna_seq.augmented_star_gene_counts.tsv	b14544f95a55d4916cd5121b61e3bfb8	4250160	validated
0b829610-f28e-418e-b79d-d3351e13e1fe	0b829610-f28e-418e-b79d-d3351e13e1fe/98f3d2d7-edc4-40aa-b09a-63f8abd2b528.rna_seq.augmented_star_gene_counts.tsv	23eb309dff9ad9fb156c70d21602a98b	4246526	validated
0e3cf07b-2cea-4ce7-a8f0-c8dc7d3db7a7	0e3cf07b-2cea-4ce7-a8f0-c8dc7d3db7a7/c469b31e-857a-4ac6-9a45-978c99391d9d.rna_seq.augmented_star_gene_counts.tsv	d9c639b97a0e519c8bcea0440697ccf9	4239206	validated
11a64d0e-1dd1-471e-87bf-9e2a7fc13f09	11a64d0e-1dd1-471e-87bf-9e2a7fc13f09/4ba90a73-b2e0-415b-9cd2-fad805840aff.rna_seq.augmented_star_gene_counts.tsv	88d085cca037e1ac5460bf9935110391	4247907	validated
15d7e135-acb7-46ef-a8b1-f424e40a9e4d	15d7e135-acb7-46ef-a8b1-f424e40a9e4d/e20191d9-fddf-47a3-9ff9-d4a36af7d762.rna_seq.augmented_star_gene_counts.tsv	f299f4a6471109cdc2f8f733f853c401	4256006	validated
19520ee7-658f-4e16-8a24-291beed9f0af	19520ee7-658f-4e16-8a24-291beed9f0af/40a31ab3-71fa-4f7b-a3b1-22e15ff0f358.rna_seq.augmented_star_gene_counts.tsv	212a0de04619dee541d9e33a4cca2054	4236321	validated
1a000feb-3b71-4f95-8b39-68ec25b64d96	1a000feb-3b71-4f95-8b39-68ec25b64d96/30a67cbd-940c-40c4-9f86-a8ba9fe63177.rna_seq.augmented_star_gene_counts.tsv	eb0c825ca7bc47f8fba0b2681d22062d	4255995	validated
1d15f05d-2ac2-4b83-987e-6f4b157b0b74	1d15f05d-2ac2-4b83-987e-6f4b157b0b74/694ca3d8-9748-4c0f-9021-d599d81a325e.rna_seq.augmented_star_gene_counts.tsv	269fadc3bc3ba48e0cdf9dfa8215955f	4241548	validated
1f224847-d745-4dc5-9338-4044413e8ec4	1f224847-d745-4dc5-9338-4044413e8ec4/2db5e0aa-342e-4766-8725-c1d677fd52b2.rna_seq.augmented_star_gene_counts.tsv	a337b0d6fed67a60f56a14c56a480650	4252712	validated
21f16535-a7bb-4bbd-affe-bff937467374	21f16535-a7bb-4bbd-affe-bff937467374/930d7c02-c230-4d19-9247-74fb0e02d524.rna_seq.augmented_star_gene_counts.tsv	46147814e6efbeba517a13e938b0fae4	4238934	validated
236805b9-ea89-43b4-ba51-c09276778e90	236805b9-ea89-43b4-ba51-c09276778e90/0bceb3fb-af69-4427-8ce1-767da4b31c37.rna_seq.augmented_star_gene_counts.tsv	96abd8c1bdc92d41c491fd423a7dee45	4237836	validated
28ecd88f-6249-425c-99e1-9055989feff8	28ecd88f-6249-425c-99e1-9055989feff8/768e0380-9183-4600-849b-0d315ba502fc.rna_seq.augmented_star_gene_counts.tsv	c7a3d195732fbefdacfa4ade967acf58	4244622	validated
35fd75aa-21e8-49c0-8b40-159839c3cc19	35fd75aa-21e8-49c0-8b40-159839c3cc19/7de22a44-8f58-4a73-90a3-a16d161160e8.rna_seq.augmented_star_gene_counts.tsv	b0c46031272e8c209a2eab5edbb73e57	4241494	validated
37af19f9-56f9-48ec-97a9-5b0b6e364293	37af19f9-56f9-48ec-97a9-5b0b6e364293/a37efe02-9662-4b90-8251-003ccb96aed4.rna_seq.augmented_star_gene_counts.tsv	478d2e0ca49bab7a8040ef26dc222cc6	4231059	validated
440bdce7-eb0c-4661-b96a-e90d10e230d6	440bdce7-eb0c-4661-b96a-e90d10e230d6/d76cd13a-0481-442a-bfe6-ad322fc3851a.rna_seq.augmented_star_gene_counts.tsv	6e3e51f2574e710987b86e0fc2e7dcc8	4230776	validated
4c2bb8e3-2527-466b-a3bb-0f36c3b2a3e7	4c2bb8e3-2527-466b-a3bb-0f36c3b2a3e7/2d1e176a-adc9-4d8a-92cf-5cba5ab8e486.rna_seq.augmented_star_gene_counts.tsv	f18b1cb250955746893716a393fb20ed	4242224	validated
584eef35-12c2-4aac-be09-175a9f9c5dfc	584eef35-12c2-4aac-be09-175a9f9c5dfc/2639c1a0-fcae-4abd-aff7-9a8988a26c3c.rna_seq.augmented_star_gene_counts.tsv	adbf1f66e95b85c17214529c70986864	4241298	validated
589dda89-b968-4f26-b3c7-5371dfdb8a90	589dda89-b968-4f26-b3c7-5371dfdb8a90/ae4a5866-347f-4850-b4c8-a009d0765021.rna_seq.augmented_star_gene_counts.tsv	59edda16289a2e77fc7afb80de6d6603	4242565	validated
5b4ec1fd-516d-4c32-a233-0699e591df1a	5b4ec1fd-516d-4c32-a233-0699e591df1a/4331397f-eaf9-4e43-8fa2-e30ad3643aca.rna_seq.augmented_star_gene_counts.tsv	6696b036fe5b0845004df65a1e3bfd61	4254462	validated
5fbe4a11-de4d-418e-9bc3-75b768d4a665	5fbe4a11-de4d-418e-9bc3-75b768d4a665/22e623b3-2c82-4283-bd28-2cf1777b0179.rna_seq.augmented_star_gene_counts.tsv	6078a4eb3852baf57465346b82631ce4	4250936	validated
621b0997-70e5-415b-8d8c-1e5f90d0d4aa	621b0997-70e5-415b-8d8c-1e5f90d0d4aa/0a430a9a-7e63-41d6-8cd0-1dda1e1df975.rna_seq.augmented_star_gene_counts.tsv	98f45d463ceb5d4b651af19845328eb4	4250689	validated
6c7f9fc6-3dba-4605-9f0c-d4f00095352f	6c7f9fc6-3dba-4605-9f0c-d4f00095352f/4ee78309-dea3-486f-95a8-ca283a1b70d9.rna_seq.augmented_star_gene_counts.tsv	bc5318dd139db6266d41df00f24ac9b0	4244017	validated
6e8e0eef-1fc8-446c-9038-3a06657784ec	6e8e0eef-1fc8-446c-9038-3a06657784ec/0c087071-89ba-4fc8-ab47-c4f1c60fa24c.rna_seq.augmented_star_gene_counts.tsv	f67c8eee4c4d07d8ed9f1b20c94e25d5	4232923	validated
7bcb3817-31ac-4ef5-9038-a9bfebad5869	7bcb3817-31ac-4ef5-9038-a9bfebad5869/87506e5d-4ebe-4f0c-a124-ea0add72d2ac.rna_seq.augmented_star_gene_counts.tsv	1d8f2d187e8c49d2cafaa4b2a1ad5575	4228760	validated
7d1c40bf-6119-4f2b-bb33-3ba23546799f	7d1c40bf-6119-4f2b-bb33-3ba23546799f/b0a1f575-657f-4277-95dd-0e02e77279fe.rna_seq.augmented_star_gene_counts.tsv	dfb54e76bcca6bc490238c6f73cfe026	4257241	validated
8437bf97-2354-40cf-8dc4-631c5d7ae63a	8437bf97-2354-40cf-8dc4-631c5d7ae63a/723ed50c-2c78-4a3a-9f6e-9f9e8e264f6b.rna_seq.augmented_star_gene_counts.tsv	5e0c7ea5b06b7b8b14f2346ac7681ef9	4239516	validated
86b68671-beef-4a15-aabb-89d79396fd9d	86b68671-beef-4a15-aabb-89d79396fd9d/493a8b0a-11ea-4f37-8149-3825aaa04fe4.rna_seq.augmented_star_gene_counts.tsv	45c718d416fc228afa997270a9a042ce	4239058	validated
87d5686a-5d57-4ce2-b06a-dee5c2926ebf	87d5686a-5d57-4ce2-b06a-dee5c2926ebf/d920c232-82ae-48f9-98d1-b94bf4a45d8d.rna_seq.augmented_star_gene_counts.tsv	01c0588f5a3cc8c3dba9848ed6b50728	4258553	validated
891873c8-bb26-4215-9281-a79be2651f11	891873c8-bb26-4215-9281-a79be2651f11/c9dffad1-99e8-40b8-8954-1e50b98a1a55.rna_seq.augmented_star_gene_counts.tsv	46a22b49c817567bad8be44a4d112ed1	4235835	validated
8ebe5f43-053c-4bfc-aefd-b9c22897b4ce	8ebe5f43-053c-4bfc-aefd-b9c22897b4ce/d7dc889e-649a-46e1-98ae-d4708c26930b.rna_seq.augmented_star_gene_counts.tsv	dd8cbcd4215b85b64f9b9e83a6a858a6	4247622	validated
91577462-386f-43eb-88e1-859c1d74763c	91577462-386f-43eb-88e1-859c1d74763c/6ddc13fe-e8e0-4fb1-88df-c068fe87b5cb.rna_seq.augmented_star_gene_counts.tsv	8f93109869bc6e261db04def14563ae7	4251488	validated
9985bb0b-d1cc-455b-80d9-f8007669cd5c	9985bb0b-d1cc-455b-80d9-f8007669cd5c/b3435d9e-fb7f-4748-9a0b-2b532875c87e.rna_seq.augmented_star_gene_counts.tsv	e4edb1ca5cd492dc12831d1145e1664f	4236838	validated
9da9a119-9f9a-4ddb-947e-97724b9fe45f	9da9a119-9f9a-4ddb-947e-97724b9fe45f/7733c059-09bd-40b4-9812-4bedd68d9d01.rna_seq.augmented_star_gene_counts.tsv	767e0ec3e9114e20a332f8d2fc60954c	4249713	validated
a127fb1e-aa3b-4b6d-98b5-c141ffba9ae7	a127fb1e-aa3b-4b6d-98b5-c141ffba9ae7/e590db5d-2577-43ec-9d39-45a257be5562.rna_seq.augmented_star_gene_counts.tsv	b912d6130899440dedf7e719839451cb	4242368	validated
a2f902f5-2413-4698-b53b-446df6409d61	a2f902f5-2413-4698-b53b-446df6409d61/79f139fe-fecb-4b0e-b668-3407c13748d8.rna_seq.augmented_star_gene_counts.tsv	b674a9bd7fc13649c7314090440d2750	4239314	validated
ac88a5c1-caae-4b08-87bc-0dedbe61d996	ac88a5c1-caae-4b08-87bc-0dedbe61d996/465928c5-ab56-46ff-acb5-76e36c97ebda.rna_seq.augmented_star_gene_counts.tsv	c6d265903484d4382285ef3e19d66d5f	4254739	validated
ad18b7e0-57ec-41c5-99a1-0c9d8740e0f1	ad18b7e0-57ec-41c5-99a1-0c9d8740e0f1/fd2f42a3-d79c-466b-98c2-5f4d0a4a64e9.rna_seq.augmented_star_gene_counts.tsv	cec87e119bf2c7eaf776166149e4b5ba	4253283	validated
ad8be67e-a885-4d33-8776-fa0a5f9863d1	ad8be67e-a885-4d33-8776-fa0a5f9863d1/570b216f-f99d-4be8-b179-48c8d30c6c06.rna_seq.augmented_star_gene_counts.tsv	450b7704515633253e0c950d20aa341d	4255120	validated
aedc877a-f4b9-4657-b5c9-b7768b5751c9	aedc877a-f4b9-4657-b5c9-b7768b5751c9/ac792e04-54f4-4c6c-9cb5-23a7c1a4ed0b.rna_seq.augmented_star_gene_counts.tsv	9f6731176c4a2b40f73597071239a28c	4225267	validated
b4ac6e06-8760-4cb2-883c-c829eaefdc4c	b4ac6e06-8760-4cb2-883c-c829eaefdc4c/96668a75-e21b-482f-b699-0b5282909a9a.rna_seq.augmented_star_gene_counts.tsv	fa5bcb02e4e0a184d35b17ad7d4e7195	4246784	validated
b88daf3f-645d-4d11-a2be-2295e186747f	b88daf3f-645d-4d11-a2be-2295e186747f/98b5b7d9-7f5d-48e0-ad50-7b22f379fef6.rna_seq.augmented_star_gene_counts.tsv	e3c997f705686155b4362f0d4f6cde4d	4244495	validated
c55e6460-fea1-468e-951e-bf45bbddd7a6	c55e6460-fea1-468e-951e-bf45bbddd7a6/d0d2b8fc-6915-49fe-ae4a-f80e2d090cf5.rna_seq.augmented_star_gene_counts.tsv	bd998bf18d88c69169479f042b8d2930	4236078	validated
c6fd0f95-d74a-49e3-9a70-fec12e63ff1a	c6fd0f95-d74a-49e3-9a70-fec12e63ff1a/a17d056c-59ee-4c93-9357-19d57f108144.rna_seq.augmented_star_gene_counts.tsv	7a14e15f5ba5c6a7b63e3510bc5fa9bc	4246394	validated
c7f1e894-f50d-437c-ad42-4a35f531c795	c7f1e894-f50d-437c-ad42-4a35f531c795/b656d5d9-3bd0-4d76-b7ad-6440cc706048.rna_seq.augmented_star_gene_counts.tsv	e1ec69c617443bd214cbf43c40c2a96e	4229422	validated
cc12e7a8-e384-47f5-94b8-3e472925cc87	cc12e7a8-e384-47f5-94b8-3e472925cc87/05e15869-61fd-420f-b0e4-a2faaa814aca.rna_seq.augmented_star_gene_counts.tsv	788da90f824a06627056c1cec45cac51	4250585	validated
d4943f66-388e-4c86-b61a-5ef9fef34eff	d4943f66-388e-4c86-b61a-5ef9fef34eff/240a1e61-5188-4249-b6dd-d6e0d7935d8d.rna_seq.augmented_star_gene_counts.tsv	8bb0ee9ef90cf4ab299aecc3dcf6d3e2	4256665	validated
d889e5ea-58f5-4d2f-ad1e-6ab5d3217642	d889e5ea-58f5-4d2f-ad1e-6ab5d3217642/0f669396-2dc4-4305-aa35-c6fbd82ee7df.rna_seq.augmented_star_gene_counts.tsv	a214bab6dd3028e9f8921bb0aa786501	4247668	validated
d8a94ea1-68a3-43be-8a30-d690541a23aa	d8a94ea1-68a3-43be-8a30-d690541a23aa/acb1bf8e-f597-4f67-b19d-bb737109d9cd.rna_seq.augmented_star_gene_counts.tsv	bd44a943cea584fa4fdac31c35172af0	4238398	validated
e22bc31b-332f-45a1-b17c-c747179abe61	e22bc31b-332f-45a1-b17c-c747179abe61/b1366128-6ab0-4205-ae2b-a854e8ad45bf.rna_seq.augmented_star_gene_counts.tsv	081c3d0b41876fe11f2f0560e692970f	4241940	validated
e67bbc10-91cf-406e-8d5f-8d44c77315f1	e67bbc10-91cf-406e-8d5f-8d44c77315f1/cbf0063b-68e5-42ee-9292-dfbf918a7b08.rna_seq.augmented_star_gene_counts.tsv	7613e39e213fb43e848f5ba3d3252217	4236013	validated
e9fe2319-2624-4ac1-9c41-d0ac44608f02	e9fe2319-2624-4ac1-9c41-d0ac44608f02/04ed1bfb-533f-4d97-a7e4-3e7bab103485.rna_seq.augmented_star_gene_counts.tsv	8a7eeb3cc53080ab1233c87251d9b24f	4254570	validated
ea1fadc2-1cdc-4658-9619-eeb26ae09da8	ea1fadc2-1cdc-4658-9619-eeb26ae09da8/9ee600fe-20c7-4b1f-b08f-15d3d38a5c52.rna_seq.augmented_star_gene_counts.tsv	151e826089cfc5f25208381c730421d1	4247558	validated
ecbec59f-397d-493c-a5f6-0dd47aea96ae	ecbec59f-397d-493c-a5f6-0dd47aea96ae/343a3d35-e60e-4326-bbf8-2bf722c22ccc.rna_seq.augmented_star_gene_counts.tsv	cf1806f88e4080e3ac00002968e56004	4241450	validated
f1934efb-1c8a-4c72-ba94-d263ef0d0cd4	f1934efb-1c8a-4c72-ba94-d263ef0d0cd4/35da5f48-1c64-488b-8330-01e5fcbd9801.rna_seq.augmented_star_gene_counts.tsv	b742c42c54d5855f8c5065bd6ebba3c7	4243661	validated
fd94a0ed-37d8-49a5-af96-e2160a9e6096	fd94a0ed-37d8-49a5-af96-e2160a9e6096/f8cfabf6-dc25-4141-be6c-817dd439a74b.rna_seq.augmented_star_gene_counts.tsv	b8fc778c645804d3dd57d7b2faa1bdf8	4239967	validated
fe7c2cdd-7c3f-4d76-ad78-2a676116f464	fe7c2cdd-7c3f-4d76-ad78-2a676116f464/97a50d88-e662-43d5-9cef-2915545e8968.rna_seq.augmented_star_gene_counts.tsv	89172e025071b5cf9f78b693a8d3521b	4247663	validated
